audio_id	user_id	audio_name	artist_name	count
1	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	string	minhartist	6
1	7b6f8e1f-af45-47c7-8ea2-575a6165904f	string	minhartist	55
1	48e0ba21-dca9-4437-8bea-935371a8e178	string	minhartist	34
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	52
1	67ccf3ac-3fef-44d4-921b-a6362884ee23	string	minhartist	5
1	7b6f8e1f-af45-47c7-8ea2-575a6165904f	string	minhartist	3
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	64
1	fd705857-b301-44c9-b24c-496c8339ff70	string	minhartist	67
1	fbe1519f-caf6-488b-bc3b-86eaad4534ad	string	minhartist	50
1	fd705857-b301-44c9-b24c-496c8339ff70	string	minhartist	54
1	48e0ba21-dca9-4437-8bea-935371a8e178	string	minhartist	32
1	f80ccdf9-c952-408c-b94f-5b5e18addb31	string	minhartist	9
1	67ccf3ac-3fef-44d4-921b-a6362884ee23	string	minhartist	7
1	2fa26169-bc0f-411d-9b49-05a7feb14e35	string	minhartist	6
1	67ccf3ac-3fef-44d4-921b-a6362884ee23	string	minhartist	1
1	fbe1519f-caf6-488b-bc3b-86eaad4534ad	string	minhartist	15
1	fbe1519f-caf6-488b-bc3b-86eaad4534ad	string	minhartist	40
1	a582937b-f5a4-45cb-be6a-51ee41bcdc84	string	minhartist	85
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	89
1	48e0ba21-dca9-4437-8bea-935371a8e178	string	minhartist	29
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	96
1	f80ccdf9-c952-408c-b94f-5b5e18addb31	string	minhartist	86
1	fbe1519f-caf6-488b-bc3b-86eaad4534ad	string	minhartist	96
1	48e0ba21-dca9-4437-8bea-935371a8e178	string	minhartist	75
1	2fa26169-bc0f-411d-9b49-05a7feb14e35	string	minhartist	51
1	f80ccdf9-c952-408c-b94f-5b5e18addb31	string	minhartist	5
1	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	string	minhartist	89
1	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	string	minhartist	47
1	67ccf3ac-3fef-44d4-921b-a6362884ee23	string	minhartist	4
1	a582937b-f5a4-45cb-be6a-51ee41bcdc84	string	minhartist	41
1	7b6f8e1f-af45-47c7-8ea2-575a6165904f	string	minhartist	39
1	fd705857-b301-44c9-b24c-496c8339ff70	string	minhartist	57
1	2fa26169-bc0f-411d-9b49-05a7feb14e35	string	minhartist	37
1	7b6f8e1f-af45-47c7-8ea2-575a6165904f	string	minhartist	72
1	fbe1519f-caf6-488b-bc3b-86eaad4534ad	string	minhartist	38
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	90
1	a582937b-f5a4-45cb-be6a-51ee41bcdc84	string	minhartist	17
1	f80ccdf9-c952-408c-b94f-5b5e18addb31	string	minhartist	6
1	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	string	minhartist	20
1	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	string	minhartist	70
1	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	string	minhartist	84
1	48e0ba21-dca9-4437-8bea-935371a8e178	string	minhartist	2
1	32725917-b821-48d6-97c6-16b123b905bd	string	minhartist	90
1	7b6f8e1f-af45-47c7-8ea2-575a6165904f	string	minhartist	4
1	a582937b-f5a4-45cb-be6a-51ee41bcdc84	string	minhartist	1
1	2fa26169-bc0f-411d-9b49-05a7feb14e35	string	minhartist	99
2	f80ccdf9-c952-408c-b94f-5b5e18addb31	Thriller	minhartist	26
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	76
2	32725917-b821-48d6-97c6-16b123b905bd	Thriller	minhartist	56
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	37
2	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Thriller	minhartist	51
2	a582937b-f5a4-45cb-be6a-51ee41bcdc84	Thriller	minhartist	7
2	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Thriller	minhartist	53
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	27
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	69
2	32725917-b821-48d6-97c6-16b123b905bd	Thriller	minhartist	42
2	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Thriller	minhartist	34
2	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Thriller	minhartist	5
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	10
2	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Thriller	minhartist	23
2	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Thriller	minhartist	84
2	fd705857-b301-44c9-b24c-496c8339ff70	Thriller	minhartist	22
2	32725917-b821-48d6-97c6-16b123b905bd	Thriller	minhartist	83
2	fd705857-b301-44c9-b24c-496c8339ff70	Thriller	minhartist	66
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	62
2	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Thriller	minhartist	27
2	67ccf3ac-3fef-44d4-921b-a6362884ee23	Thriller	minhartist	97
2	f80ccdf9-c952-408c-b94f-5b5e18addb31	Thriller	minhartist	29
2	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Thriller	minhartist	47
2	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Thriller	minhartist	17
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	14
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	39
2	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Thriller	minhartist	9
2	a582937b-f5a4-45cb-be6a-51ee41bcdc84	Thriller	minhartist	15
2	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Thriller	minhartist	66
2	fd705857-b301-44c9-b24c-496c8339ff70	Thriller	minhartist	41
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	59
2	48e0ba21-dca9-4437-8bea-935371a8e178	Thriller	minhartist	4
2	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Thriller	minhartist	80
2	67ccf3ac-3fef-44d4-921b-a6362884ee23	Thriller	minhartist	2
2	f80ccdf9-c952-408c-b94f-5b5e18addb31	Thriller	minhartist	25
2	67ccf3ac-3fef-44d4-921b-a6362884ee23	Thriller	minhartist	4
2	67ccf3ac-3fef-44d4-921b-a6362884ee23	Thriller	minhartist	58
2	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Thriller	minhartist	18
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	1
2	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Thriller	minhartist	83
2	32725917-b821-48d6-97c6-16b123b905bd	Thriller	minhartist	71
2	32725917-b821-48d6-97c6-16b123b905bd	Thriller	minhartist	8
2	2fa26169-bc0f-411d-9b49-05a7feb14e35	Thriller	minhartist	16
2	f80ccdf9-c952-408c-b94f-5b5e18addb31	Thriller	minhartist	29
2	fd705857-b301-44c9-b24c-496c8339ff70	Thriller	minhartist	3
3	2fa26169-bc0f-411d-9b49-05a7feb14e35	Bohemian Rhapsody	minhartist	20
3	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Bohemian Rhapsody	minhartist	17
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	63
3	a582937b-f5a4-45cb-be6a-51ee41bcdc84	Bohemian Rhapsody	minhartist	38
3	a582937b-f5a4-45cb-be6a-51ee41bcdc84	Bohemian Rhapsody	minhartist	56
3	fd705857-b301-44c9-b24c-496c8339ff70	Bohemian Rhapsody	minhartist	67
3	fd705857-b301-44c9-b24c-496c8339ff70	Bohemian Rhapsody	minhartist	96
3	f80ccdf9-c952-408c-b94f-5b5e18addb31	Bohemian Rhapsody	minhartist	70
3	32725917-b821-48d6-97c6-16b123b905bd	Bohemian Rhapsody	minhartist	49
3	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Bohemian Rhapsody	minhartist	58
3	67ccf3ac-3fef-44d4-921b-a6362884ee23	Bohemian Rhapsody	minhartist	46
3	67ccf3ac-3fef-44d4-921b-a6362884ee23	Bohemian Rhapsody	minhartist	30
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	81
3	fd705857-b301-44c9-b24c-496c8339ff70	Bohemian Rhapsody	minhartist	55
3	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Bohemian Rhapsody	minhartist	5
3	a582937b-f5a4-45cb-be6a-51ee41bcdc84	Bohemian Rhapsody	minhartist	88
3	48e0ba21-dca9-4437-8bea-935371a8e178	Bohemian Rhapsody	minhartist	38
3	2fa26169-bc0f-411d-9b49-05a7feb14e35	Bohemian Rhapsody	minhartist	49
3	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Bohemian Rhapsody	minhartist	39
3	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Bohemian Rhapsody	minhartist	47
3	48e0ba21-dca9-4437-8bea-935371a8e178	Bohemian Rhapsody	minhartist	96
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	85
3	67ccf3ac-3fef-44d4-921b-a6362884ee23	Bohemian Rhapsody	minhartist	68
3	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Bohemian Rhapsody	minhartist	7
3	f80ccdf9-c952-408c-b94f-5b5e18addb31	Bohemian Rhapsody	minhartist	75
3	f80ccdf9-c952-408c-b94f-5b5e18addb31	Bohemian Rhapsody	minhartist	6
3	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Bohemian Rhapsody	minhartist	20
3	67ccf3ac-3fef-44d4-921b-a6362884ee23	Bohemian Rhapsody	minhartist	74
3	48e0ba21-dca9-4437-8bea-935371a8e178	Bohemian Rhapsody	minhartist	61
3	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Bohemian Rhapsody	minhartist	88
3	2fa26169-bc0f-411d-9b49-05a7feb14e35	Bohemian Rhapsody	minhartist	35
3	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Bohemian Rhapsody	minhartist	96
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	28
3	32725917-b821-48d6-97c6-16b123b905bd	Bohemian Rhapsody	minhartist	2
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	99
3	2fa26169-bc0f-411d-9b49-05a7feb14e35	Bohemian Rhapsody	minhartist	84
3	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Bohemian Rhapsody	minhartist	12
3	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Bohemian Rhapsody	minhartist	95
3	48e0ba21-dca9-4437-8bea-935371a8e178	Bohemian Rhapsody	minhartist	99
3	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Bohemian Rhapsody	minhartist	42
3	48e0ba21-dca9-4437-8bea-935371a8e178	Bohemian Rhapsody	minhartist	89
3	67ccf3ac-3fef-44d4-921b-a6362884ee23	Bohemian Rhapsody	minhartist	3
3	2fa26169-bc0f-411d-9b49-05a7feb14e35	Bohemian Rhapsody	minhartist	49
3	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Bohemian Rhapsody	minhartist	2
3	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Bohemian Rhapsody	minhartist	72
4	2fa26169-bc0f-411d-9b49-05a7feb14e35	Love of My Life	minhartist	86
4	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Love of My Life	minhartist	7
4	67ccf3ac-3fef-44d4-921b-a6362884ee23	Love of My Life	minhartist	16
4	2fa26169-bc0f-411d-9b49-05a7feb14e35	Love of My Life	minhartist	32
4	67ccf3ac-3fef-44d4-921b-a6362884ee23	Love of My Life	minhartist	71
4	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Love of My Life	minhartist	76
4	67ccf3ac-3fef-44d4-921b-a6362884ee23	Love of My Life	minhartist	44
4	fd705857-b301-44c9-b24c-496c8339ff70	Love of My Life	minhartist	81
4	67ccf3ac-3fef-44d4-921b-a6362884ee23	Love of My Life	minhartist	77
4	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Love of My Life	minhartist	3
4	32725917-b821-48d6-97c6-16b123b905bd	Love of My Life	minhartist	55
4	f80ccdf9-c952-408c-b94f-5b5e18addb31	Love of My Life	minhartist	30
