audio_id	user_id	audio_name	artist_name	count
16	037513a0-605c-45fb-ae06-8f76f1034fb6	3 Lần Phải Khóc	Bray	40
17	67ccf3ac-3fef-44d4-921b-a6362884ee23	Ba Da Bum	Bray	24
18	fd705857-b301-44c9-b24c-496c8339ff70	Bí Mật Nhỏ	Bray	66
42	32725917-b821-48d6-97c6-16b123b905bd	Cao Ốc 20	Bray	54
42	32725917-b821-48d6-97c6-16b123b905bd	Cao Ốc 20	Bray	69
45	4a5bb9b8-62c1-4583-90bd-d496d0bb7345	Con Trai Cưng	Bray	73
45	49722cd1-23d4-459a-9555-2ba4b1bead37	Con Trai Cưng	Bray	88
46	e1924e41-3205-49ef-955f-3e75d9baf897	Cưới Em	Bray	80
46	f80ccdf9-c952-408c-b94f-5b5e18addb31	Cưới Em	Bray	73
49	49722cd1-23d4-459a-9555-2ba4b1bead37	Exs Hate Me	Bray	90
49	037513a0-605c-45fb-ae06-8f76f1034fb6	Exs Hate Me	Bray	63
60	f80ccdf9-c952-408c-b94f-5b5e18addb31	Lạ Quá	Bray	56
60	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Lạ Quá	Bray	91
64	48e0ba21-dca9-4437-8bea-935371a8e178	Lý Do Anh Say	Bray	28
76	037513a0-605c-45fb-ae06-8f76f1034fb6	Một Chút Thôi	Bray	8
77	2fa26169-bc0f-411d-9b49-05a7feb14e35	Một Ngày Khác	Bray	9
84	fe21a6a0-9772-4f01-b06d-f67e2c09ce10	Ở Trong Thành Phố	Bray	85
86	8726387e-974b-4f94-8a62-7716dc3b1252	Phép Màu	Bray	66
92	ba0ca2ea-052a-4fc8-b30d-8b16a91bf1cd	Thói Quen	Bray	31
93	50fd6521-174d-4231-b075-b9c6d6f9c533	Thương Nhiều Hơn Nói	Bray	89
98	fe21a6a0-9772-4f01-b06d-f67e2c09ce10	Way Back Home	Bray	8
99	62ee028a-be5e-44e6-a6be-f3c13382cd36	Xin Lỗi	Bray	47
110	8726387e-974b-4f94-8a62-7716dc3b1252	Tíc Tắc	Bray	9
111	50fd6521-174d-4231-b075-b9c6d6f9c533	Xin	Bray	43
1	fe21a6a0-9772-4f01-b06d-f67e2c09ce10	string	minhartist	97
1	f62f762c-f5fa-416c-9ee0-e0ef880e0ab6	string	minhartist	52
2	62ee028a-be5e-44e6-a6be-f3c13382cd36	Thriller	minhartist	98
2	4a5bb9b8-62c1-4583-90bd-d496d0bb7345	Thriller	minhartist	10
3	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Bohemian Rhapsody	minhartist	100
4	058d8041-122e-4c74-8398-f7e975b6f4a9	Love of My Life	minhartist	59
4	a379200e-4cb1-4d04-a30f-2b36660f1572	Love of My Life	minhartist	45
5	fd705857-b301-44c9-b24c-496c8339ff70	Red	minhartist	5
6	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	22	minhartist	52
7	0dc689f7-984a-4f4e-9475-f27f720b23d9	aloha	minhartist	8
8	fd705857-b301-44c9-b24c-496c8339ff70	Fearless	minhartist	2
10	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Time	minhartist	66
11	f62f762c-f5fa-416c-9ee0-e0ef880e0ab6	Back in Black	minhartist	5
12	fd705857-b301-44c9-b24c-496c8339ff70	Shoot to thrill	minhartist	3
13	f80ccdf9-c952-408c-b94f-5b5e18addb31	nhactest1	minhartist	1
14	32725917-b821-48d6-97c6-16b123b905bd	nhactest2	minhartist	4
116	8726387e-974b-4f94-8a62-7716dc3b1252	Indian Flute Meditation Music	admin	26
117	f80ccdf9-c952-408c-b94f-5b5e18addb31	string	admin	22
118	e1924e41-3205-49ef-955f-3e75d9baf897	Indian Flute Meditation Music	admin	64
119	fe21a6a0-9772-4f01-b06d-f67e2c09ce10	OM Chanting + Tibetan Singing Bowls 1 @ 432Hz	admin	11
120	48e0ba21-dca9-4437-8bea-935371a8e178	Om Mantra Vibrations @528Hz 	admin	33
121	a379200e-4cb1-4d04-a30f-2b36660f1572	6 Powerful Mantras for Positive Energy 	admin	100
122	49722cd1-23d4-459a-9555-2ba4b1bead37	Hang Drum + Tabla	admin	75
123	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Instant Throat Chakra Healing 1 192Hz 	admin	50
124	e1924e41-3205-49ef-955f-3e75d9baf897	The Deepest OM 108 Times	admin	82
125	f62f762c-f5fa-416c-9ee0-e0ef880e0ab6	Extremely Powerful Morning Mantra to Start the Day 432Hz 	admin	69
126	f80ccdf9-c952-408c-b94f-5b5e18addb31	Shiv Mantra 1 with Shamanic Drums 	admin	63
127	a379200e-4cb1-4d04-a30f-2b36660f1572	Heart Chakra Healing Music 	admin	30
128	8726387e-974b-4f94-8a62-7716dc3b1252	Root Chakra Healing Music 	admin	56
129	8726387e-974b-4f94-8a62-7716dc3b1252	7 Chakras	admin	51
129	0dc689f7-984a-4f4e-9475-f27f720b23d9	7 Chakras	admin	50
130	ba0ca2ea-052a-4fc8-b30d-8b16a91bf1cd	OM Mantra Chanting  432Hz	admin	35
130	50fd6521-174d-4231-b075-b9c6d6f9c533	OM Mantra Chanting  432Hz	admin	4
131	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Indian Flute Music for 1 hour	admin	6
131	0dc689f7-984a-4f4e-9475-f27f720b23d9	Indian Flute Music for 1 hour	admin	42
132	fe21a6a0-9772-4f01-b06d-f67e2c09ce10	OM Mantra 1 	admin	23
133	a379200e-4cb1-4d04-a30f-2b36660f1572	Hare Krishna – Maha Mantra 	admin	5
135	fbe1519f-caf6-488b-bc3b-86eaad4534ad	Powerful OM Mantra Chanting 1	admin	52
136	67ccf3ac-3fef-44d4-921b-a6362884ee23	Early Morning Chants 	admin	84
137	48e0ba21-dca9-4437-8bea-935371a8e178	Powerful Miracle Tones Music 432Hz + 528hz + 639Hz	admin	94
138	058d8041-122e-4c74-8398-f7e975b6f4a9	Angelic Healing Music 432Hz 	admin	52
139	32725917-b821-48d6-97c6-16b123b905bd	Healing Angelic Music feat. Frequency of Gods	admin	65
140	4a5bb9b8-62c1-4583-90bd-d496d0bb7345	Wipe Out All the Negative Energy 417 Hz 	admin	41
141	8543829d-0ab0-4d9a-acc8-be4583ab9f5a	Spiritual Detox  741 Hz 	admin	26
143	49722cd1-23d4-459a-9555-2ba4b1bead37	Raise Positive Energy with deeply relaxing & healing vibrations 432 Hz 	admin	100
144	67ccf3ac-3fef-44d4-921b-a6362884ee23	Hang Drum + Water Drum Music  432Hz	admin	31
145	0dc689f7-984a-4f4e-9475-f27f720b23d9	Chakra Sleep Music	admin	12
145	f80ccdf9-c952-408c-b94f-5b5e18addb31	Chakra Sleep Music	admin	68
146	48e0ba21-dca9-4437-8bea-935371a8e178	Quick 7 Chakra Cleansing 	admin	74
146	a379200e-4cb1-4d04-a30f-2b36660f1572	Quick 7 Chakra Cleansing 	admin	36
147	a379200e-4cb1-4d04-a30f-2b36660f1572	Heals & Regenerates Tissues 285Hz 	admin	58
147	2fa26169-bc0f-411d-9b49-05a7feb14e35	Heals & Regenerates Tissues 285Hz 	admin	12
148	49722cd1-23d4-459a-9555-2ba4b1bead37	 Activate Self Healing & Positive Transformation 528 Hz 	admin	52
148	ba0ca2ea-052a-4fc8-b30d-8b16a91bf1cd	 Activate Self Healing & Positive Transformation 528 Hz 	admin	1
149	62ee028a-be5e-44e6-a6be-f3c13382cd36	 Hang Drum + Tabla + Flute Music 	admin	6
149	fbe1519f-caf6-488b-bc3b-86eaad4534ad	 Hang Drum + Tabla + Flute Music 	admin	47
150	058d8041-122e-4c74-8398-f7e975b6f4a9	Clears Away of All the Negative Energy & Blockages 417 Hz 	admin	55
150	8726387e-974b-4f94-8a62-7716dc3b1252	Clears Away of All the Negative Energy & Blockages 417 Hz 	admin	49
151	8726387e-974b-4f94-8a62-7716dc3b1252	The Best Of Mozart – Slowed Down 432Hz	admin	3
151	fd705857-b301-44c9-b24c-496c8339ff70	The Best Of Mozart – Slowed Down 432Hz	admin	12
152	a379200e-4cb1-4d04-a30f-2b36660f1572	Brain Calming Music 	admin	79
153	50fd6521-174d-4231-b075-b9c6d6f9c533	Healing Music 432Hz 	admin	53
154	67ccf3ac-3fef-44d4-921b-a6362884ee23	Whole Body Cell Regeneration & Energy Boost	admin	71
155	0abed3f9-e4c1-49fc-96a8-458f8374cc1f	Dreamscape for Positive Transformation 528 Hz  	admin	1
156	62ee028a-be5e-44e6-a6be-f3c13382cd36	Let go of fear 396 Hz 	admin	8
157	ba0ca2ea-052a-4fc8-b30d-8b16a91bf1cd	Awaken Intuition 852 Hz	admin	46
158	48e0ba21-dca9-4437-8bea-935371a8e178	Raise Positive Vibrations + Boost Positive Energy 528Hz + 963Hz 	admin	33
159	e1924e41-3205-49ef-955f-3e75d9baf897	Angelic Music 432Hz + 528Hz 	admin	3
160	7b6f8e1f-af45-47c7-8ea2-575a6165904f	Full Body Cell Level Detox 741Hz 	admin	37
